;eco;name;pgn
300;C26;Vienna Game: Paulsen Variation, Pollock Gambit;1. e4 e5 2. Nc3 Nf6 3. g3 Bc5 4. Bg2 Nc6 5. Nge2 d5 6. exd5
301;C26;Vienna Game: Stanley Variation;1. e4 e5 2. Nc3 Nf6 3. Bc4
302;C26;Vienna Game: Stanley Variation, Eifel Gambit;1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. Nge2 b5
303;C26;Vienna Game: Stanley Variation, Reversed Spanish;1. e4 e5 2. Nc3 Nf6 3. Bc4 Bb4
304;C27;Bishop's Opening: Boden-Kieseritzky Gambit;1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. Nc3
305;C27;Bishop's Opening: Boden-Kieseritzky Gambit, Lichtenhein Defense;1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. Nc3 d5
306;C27;Vienna Game: Adams' Gambit;1. e4 e5 2. Nc3 Nf6 3. Bc4 Nxe4 4. Qh5 Nd6 5. Bb3 Nc6 6. d4
307;C27;Vienna Game: Frankenstein-Dracula Variation;1. e4 e5 2. Nc3 Nf6 3. Bc4 Nxe4
308;C27;Vienna Game: Stanley Variation, Alekhine Variation;1. e4 e5 2. Nc3 Nf6 3. Bc4 Nxe4 4. Qh5 Nd6 5. Bb3 Be7 6. Nf3 Nc6 7. Nxe5
309;C27;Vienna Game: Stanley Variation, Frankenstein-Dracula Variation;1. e4 e5 2. Nc3 Nf6 3. Bc4 Nxe4 4. Qh5 Nd6 5. Bb3 Nc6 6. Nb5 g6 7. Qf3 f5 8. Qd5 Qe7 9. Nxc7+ Kd8 10. Nxa8 b6
310;C27;Vienna Game: Stanley Variation, Monster Declined;1. e4 e5 2. Nc3 Nf6 3. Bc4 Nxe4 4. Qh5 Nd6 5. Bb3 Be7
311;C28;Bishop's Opening: Vienna Hybrid, Hromádka Variation;1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. d3 Bb4 5. Ne2
312;C28;Vienna Game: Stanley Variation, Bronstein Gambit;1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. f4 Nxe4 5. Nf3
313;C28;Vienna Game: Stanley Variation, Three Knights Variation;1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6
314;C29;Vienna Game: Heyde Variation;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. Qf3 f5 6. d4
315;C29;Vienna Game: Vienna Gambit;1. e4 e5 2. Nc3 Nf6 3. f4
316;C29;Vienna Game: Vienna Gambit, Bardeleben Variation;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. Qf3 f5
317;C29;Vienna Game: Vienna Gambit, Breyer Variation;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. Nf3 Be7
318;C29;Vienna Game: Vienna Gambit, Kaufmann Variation;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. Nf3 Bg4 6. Qe2
319;C29;Vienna Game: Vienna Gambit, Main Line;1. e4 e5 2. Nc3 Nf6 3. f4 d5
320;C29;Vienna Game: Vienna Gambit, Modern Variation;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. d3
321;C29;Vienna Game: Vienna Gambit, Paulsen Attack;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. Qf3
322;C29;Vienna Game: Vienna Gambit, Steinitz Variation;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. d3
323;C29;Vienna Game: Vienna Gambit, Wurzburger Trap;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. d3 Qh4+ 6. g3 Nxg3 7. Nf3 Qh5 8. Nxd5
324;C30;King's Gambit;1. e4 e5 2. f4
325;C30;King's Gambit Declined: Classical Variation;1. e4 e5 2. f4 Bc5
326;C30;King's Gambit Declined: Classical Variation;1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3
327;C30;King's Gambit Declined: Classical Variation, Euwe Attack;1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3 Bg4 5. fxe5 dxe5 6. Qa4+
328;C30;King's Gambit Declined: Classical Variation, Rotlewi Countergambit;1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. b4
329;C30;King's Gambit Declined: Classical Variation, Rubinstein Countergambit;1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3 f5
330;C30;King's Gambit Declined: Classical, Hanham Variation;1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. Nc3 Nd7
331;C30;King's Gambit Declined: Classical, Réti Variation;1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3 f5 5. fxe5 dxe5 6. d4 exd4 7. Bc4
332;C30;King's Gambit Declined: Classical, Soldatenkov Variation;1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. fxe5
333;C30;King's Gambit Declined: Classical, Svenonius Variation;1. e4 e5 2. Bc4 Nc6 3. Nc3 Nf6 4. d3 Bc5 5. f4 d6 6. Nf3 Bg4 7. h3 Bxf3 8. Qxf3 exf4
334;C30;King's Gambit Declined: Hobbs-Zilbermints Gambit;1. e4 e5 2. f4 Nc6 3. Nf3 g5 4. fxg5 h6
335;C30;King's Gambit Declined: Keene Defense;1. e4 e5 2. f4 Qh4+ 3. g3 Qe7
336;C30;King's Gambit Declined: Keene's Defense;1. e4 e5 2. f4 Qh4+
337;C30;King's Gambit Declined: Keene's Defense;1. e4 e5 2. f4 Qh4+ 3. g3
338;C30;King's Gambit Declined: Mafia Defense;1. e4 c5 2. f4 e5
339;C30;King's Gambit Declined: Miles Defense;1. e4 e5 2. f4 Nc6 3. Nf3 f5
340;C30;King's Gambit Declined: Norwalde Variation;1. e4 e5 2. f4 Qf6
341;C30;King's Gambit Declined: Norwalde Variation, Bücker Gambit;1. e4 e5 2. f4 Qf6 3. Nc3 Qxf4 4. Nf3 Bb4 5. Bc4
342;C30;King's Gambit Declined: Norwalde Variation, Schubert Variation;1. e4 e5 2. f4 Qf6 3. Nc3 Qxf4 4. d4
343;C30;King's Gambit Declined: Panteldakis Countergambit;1. e4 e5 2. f4 f5
344;C30;King's Gambit Declined: Panteldakis Countergambit, Greco Variation;1. e4 e5 2. f4 f5 3. exf5 Qh4+
345;C30;King's Gambit Declined: Panteldakis Countergambit, Pawn Sacrifice Line;1. e4 e5 2. f4 f5 3. exf5 exf4 4. Qh5+ g6 5. fxg6 Qe7+ 6. Kd1
346;C30;King's Gambit Declined: Panteldakis Countergambit, Schiller's Defense;1. e4 e5 2. f4 f5 3. exf5 Bc5
347;C30;King's Gambit Declined: Panteldakis Countergambit, Shirazi Line;1. e4 e5 2. f4 f5 3. exf5 exf4 4. Qh5+ Ke7
348;C30;King's Gambit Declined: Panteldakis Countergambit, Symmetrical Variation;1. e4 e5 2. f4 f5 3. exf5 exf4 4. Nf3 d5 5. d4 Bd6 6. Bd3
349;C30;King's Gambit Declined: Petrov's Defense;1. e4 e5 2. f4 Nf6
350;C30;King's Gambit Declined: Queen's Knight Defense;1. e4 e5 2. f4 Nc6
351;C30;King's Gambit Declined: Senechaud Countergambit;1. e4 e5 2. f4 Bc5 3. Nf3 g5
352;C30;King's Gambit Declined: Soller-Zilbermints Gambit;1. e4 e5 2. f4 f6 3. fxe5 Nc6
353;C30;King's Gambit Declined: Zilbermints Double Gambit;1. e4 e5 2. f4 Nc6 3. Nf3 g5
354;C30;King's Gambit: Zilbermints Double Countergambit;1. e4 e5 2. f4 g5
355;C31;King's Gambit Declined: Falkbeer Countergambit;1. e4 e5 2. f4 d5
356;C31;King's Gambit Declined: Falkbeer Countergambit Accepted;1. e4 e5 2. f4 d5 3. exd5
357;C31;King's Gambit Declined: Falkbeer Countergambit, Anderssen Attack;1. e4 e5 2. f4 d5 3. exd5 e4 4. Bb5+
358;C31;King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack;1. e4 e5 2. f4 d5 3. Nf3
359;C31;King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3
360;C31;King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Morphy Defense;1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. exd5 e4 5. d3 Bb4 6. Bd2 e3
361;C31;King's Gambit Declined: Falkbeer Countergambit, Hinrichsen Gambit;1. e4 e5 2. f4 d5 3. d4
362;C31;King's Gambit Declined: Falkbeer Countergambit, Miles Gambit;1. e4 e5 2. f4 d5 3. exd5 Bc5
363;C31;King's Gambit Declined: Falkbeer Countergambit, Milner-Barry Variation;1. e4 e5 2. f4 d5 3. Nc3
364;C31;King's Gambit Declined: Falkbeer Countergambit, Modern Transfer;1. e4 e5 2. f4 d5 3. exd5 exf4
365;C31;King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit;1. e4 e5 2. f4 d5 3. exd5 c6
366;C31;King's Gambit Declined: Falkbeer Countergambit, Pickler Gambit;1. e4 e5 2. f4 d5 3. exd5 c6 4. dxc6 Bc5
367;C31;King's Gambit Declined: Falkbeer Countergambit, Rubinstein Variation;1. e4 e5 2. f4 d5 3. exd5 e4 4. Nc3 Nf6 5. Qe2
368;C31;King's Gambit Declined: Falkbeer Countergambit, Staunton Line;1. e4 e5 2. f4 d5 3. exd5 e4
369;C31;Van Geet Opening: Grünfeld Defense, Steiner Gambit;1. e4 e5 2. f4 d5 3. Nc3 dxe4 4. Nxe4
370;C32;King's Gambit Declined: Falkbeer Countergambit, Alapin Variation;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf2+ 8. Kd1 Qxd5+ 9. Nfd2
371;C32;King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Qe2
372;C32;King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit Accepted;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4
373;C32;King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Keres Variation;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. Nd2
374;C32;King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Main Line;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf5
375;C32;King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Old Line;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. Qe2
376;C32;King's Gambit Declined: Falkbeer Countergambit, Charousek Variation;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Qe2 Qxd5 7. Nd2 f5 8. g4
377;C32;King's Gambit Declined: Falkbeer Countergambit, Tarrasch Variation;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf5 8. g4 O-O
378;C33;King's Gambit Accepted;1. e4 e5 2. f4 exf4
379;C33;King's Gambit Accepted: Basman Gambit;1. e4 e5 2. f4 exf4 3. Qe2
380;C33;King's Gambit Accepted: Bishop's Gambit;1. e4 e5 2. f4 exf4 3. Bc4
381;C33;King's Gambit Accepted: Bishop's Gambit, Anderssen Defense;1. e4 e5 2. f4 exf4 3. Bc4 g5
382;C33;King's Gambit Accepted: Bishop's Gambit, Anderssen Variation;1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 c6
383;C33;King's Gambit Accepted: Bishop's Gambit, Bledow Countergambit;1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Nf6
384;C33;King's Gambit Accepted: Bishop's Gambit, Bledow Variation;1. e4 e5 2. f4 exf4 3. Bc4 d5
385;C33;King's Gambit Accepted: Bishop's Gambit, Boden Variation;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Nc6
386;C33;King's Gambit Accepted: Bishop's Gambit, Bogoljubov Defense;1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 c6
387;C33;King's Gambit Accepted: Bishop's Gambit, Bogoljubov Variation;1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3
388;C33;King's Gambit Accepted: Bishop's Gambit, Boren-Svenonius Variation;1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Qh4+ 5. Kf1 Bd6
389;C33;King's Gambit Accepted: Bishop's Gambit, Bryan Countergambit;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 b5
390;C33;King's Gambit Accepted: Bishop's Gambit, Chigorin's Attack;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 d5 5. Bxd5 g5 6. g3
391;C33;King's Gambit Accepted: Bishop's Gambit, Classical Defense;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Ne7 5. Nc3 g5 6. d4 Bg7
392;C33;King's Gambit Accepted: Bishop's Gambit, Classical Defense, Cozio Attack;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Qf3
393;C33;King's Gambit Accepted: Bishop's Gambit, Cozio Defense;1. e4 e5 2. f4 exf4 3. Bc4 Nf6
394;C33;King's Gambit Accepted: Bishop's Gambit, Cozio Variation;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 d6
395;C33;King's Gambit Accepted: Bishop's Gambit, First Jaenisch Variation;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Nf6
396;C33;King's Gambit Accepted: Bishop's Gambit, Fraser Variation;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. g3 fxg3 7. Qf3
397;C33;King's Gambit Accepted: Bishop's Gambit, Gianutio Gambit;1. e4 e5 2. f4 exf4 3. Bc4 f5
398;C33;King's Gambit Accepted: Bishop's Gambit, Greco Variation;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Bc5
399;C33;King's Gambit Accepted: Bishop's Gambit, Grimm Attack;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4 d6 7. e5
400;C33;King's Gambit Accepted: Bishop's Gambit, Kieseritzky Gambit;1. e4 e5 2. f4 exf4 3. Bc4 b5
401;C33;King's Gambit Accepted: Bishop's Gambit, Lopez Defense;1. e4 e5 2. f4 exf4 3. Bc4 c6
402;C33;King's Gambit Accepted: Bishop's Gambit, Lopez Variation;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5
403;C33;King's Gambit Accepted: Bishop's Gambit, Maurian Defense;1. e4 e5 2. f4 exf4 3. Bc4 Nc6
404;C33;King's Gambit Accepted: Bishop's Gambit, McDonnell Attack;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4 Ne7 7. g3
405;C33;King's Gambit Accepted: Bishop's Gambit, McDonnell Attack;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. g3
406;C33;King's Gambit Accepted: Bishop's Gambit, Paulsen Attack;1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 Bb4 5. e5
407;C33;King's Gambit Accepted: Bishop's Gambit, Steinitz Defense;1. e4 e5 2. f4 exf4 3. Bc4 Ne7
408;C33;King's Gambit Accepted: Breyer Gambit;1. e4 e5 2. f4 exf4 3. Qf3
409;C33;King's Gambit Accepted: Carrera Gambit;1. e4 e5 2. f4 exf4 3. Qh5
410;C33;King's Gambit Accepted: Dodo Variation;1. e4 e5 2. f4 exf4 3. Qg4
411;C33;King's Gambit Accepted: Eisenberg Variation;1. e4 e5 2. f4 exf4 3. Nh3
412;C33;King's Gambit Accepted: Gaga Gambit;1. e4 e5 2. f4 exf4 3. g3
413;C33;King's Gambit Accepted: Lopez-Gianutio Countergambit, Hein Variation;1. e4 e5 2. f4 exf4 3. Bc4 f5 4. Qe2 Qh4+ 5. Kd1 fxe4 6. Nc3 Kd8
414;C33;King's Gambit Accepted: Orsini Gambit;1. e4 e5 2. f4 exf4 3. b3
415;C33;King's Gambit Accepted: Paris Gambit;1. e4 e5 2. f4 exf4 3. Ne2
416;C33;King's Gambit Accepted: Polerio Gambit;1. e4 e5 2. f4 exf4 3. d4
417;C33;King's Gambit Accepted: Schurig Gambit;1. e4 e5 2. f4 exf4 3. Bb5
418;C33;King's Gambit Accepted: Schurig Gambit;1. e4 e5 2. f4 exf4 3. Bd3
419;C33;King's Gambit Accepted: Stamma Gambit;1. e4 e5 2. f4 exf4 3. h4
420;C33;King's Gambit Accepted: Tartakower Gambit;1. e4 e5 2. f4 exf4 3. Be2
421;C33;King's Gambit Accepted: Tartakower Gambit, Weiss Defense;1. e4 e5 2. f4 exf4 3. Be2 f5 4. exf5 d6
422;C33;King's Gambit Accepted: Tumbleweed;1. e4 e5 2. f4 exf4 3. Kf2
423;C33;Van Geet Opening: Nowokunski Gambit;1. e4 e5 2. f4 exf4 3. Nc3
424;C34;King's Gambit Accepted: Becker Defense;1. e4 e5 2. f4 exf4 3. Nf3 h6
425;C34;King's Gambit Accepted: Bonsch-Osmolovsky Variation;1. e4 e5 2. f4 exf4 3. Nf3 Ne7
426;C34;King's Gambit Accepted: Fischer Defense;1. e4 e5 2. f4 exf4 3. Nf3 d6
427;C34;King's Gambit Accepted: Fischer Defense, Schulder Gambit;1. e4 e5 2. f4 exf4 3. Nf3 d6 4. b4
428;C34;King's Gambit Accepted: Fischer Defense, Spanish Variation;1. e4 e5 2. f4 exf4 3. Nf3 d6 4. d4 Nf6 5. Bd3
429;C34;King's Gambit Accepted: Gianutio Countergambit;1. e4 e5 2. f4 exf4 3. Nf3 f5
430;C34;King's Gambit Accepted: Greco Gambit;1. e4 e5 2. f4 exf4 3. Nf3 d6 4. Bc4 h6 5. d4 g5 6. h4 Bg7
431;C34;King's Gambit Accepted: King's Knight's Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5
432;C34;King's Gambit Accepted: King's Knight's Gambit;1. e4 e5 2. f4 exf4 3. Nf3
433;C34;King's Gambit Accepted: MacLeod Defense;1. e4 e5 2. f4 exf4 3. Nf3 Nc6
434;C34;King's Gambit Accepted: Schallopp Defense;1. e4 e5 2. f4 exf4 3. Nf3 Nf6
435;C34;King's Gambit Accepted: Schallopp Defense, Tashkent Attack;1. e4 e5 2. f4 exf4 3. Nf3 Nf6 4. e5 Nh5 5. g4
436;C35;King's Gambit Accepted: Cunningham Defense;1. e4 e5 2. f4 exf4 3. Nf3 Be7
437;C35;King's Gambit Accepted: Cunningham Defense, Bertin Gambit;1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+ 5. g3
438;C35;King's Gambit Accepted: Cunningham Defense, Bertin Gambit;1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+ 5. g3 fxg3 6. O-O gxh2+ 7. Kh1
439;C35;King's Gambit Accepted: Cunningham Defense, McCormick Defense;1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Nf6
440;C36;King's Gambit Accepted: Abbazia Defense;1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6
441;C36;King's Gambit Accepted: Abbazia Defense, Main Line;1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6 5. Bb5+ c6 6. dxc6 bxc6 7. Bc4 Nd5
442;C36;King's Gambit Accepted: Modern Defense;1. e4 e5 2. f4 exf4 3. Nf3 d5
443;C36;King's Gambit Accepted: Modern Defense;1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5
444;C37;King's Gambit Accepted: Australian Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. h4
445;C37;King's Gambit Accepted: Blachly Gambit;1. e4 e5 2. f4 exf4 3. Nf3 Nc6 4. Bc4 g5
446;C37;King's Gambit Accepted: Double Muzio Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. Bxf7+
447;C37;King's Gambit Accepted: Double Muzio Gambit, Baldwin Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3 Qd4+ 8. Kh1 Qxc4 9. Nd5
448;C37;King's Gambit Accepted: Double Muzio Gambit, Bello Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3
449;C37;King's Gambit Accepted: Double Muzio Gambit, Paulsen Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. d3 Bh6 9. Nc3 Ne7 10. Bd2 Nbc6 11. Rae1
450;C37;King's Gambit Accepted: Double Muzio Gambit, Young Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Bxf7+ Kxf7 8. d4 Qxd4+ 9. Be3 Qf6 10. Nc3 fxe3
451;C37;King's Gambit Accepted: Ghulam-Kassim Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4
452;C37;King's Gambit Accepted: Ghulam-Kassim Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4 gxf3 6. Qxf3
453;C37;King's Gambit Accepted: King's Knight's Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4
454;C37;King's Gambit Accepted: Kotov Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4 gxf3 6. Bxf4
455;C37;King's Gambit Accepted: Lolli Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+
456;C37;King's Gambit Accepted: Lolli Gambit, Young Variation;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+ Kxf7 6. O-O gxf3 7. Qxf3 Qf6 8. d4 Qxd4+ 9. Be3 Qf6 10. Nc3
457;C37;King's Gambit Accepted: McDonnell Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Nc3
458;C37;King's Gambit Accepted: Middleton Countergambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 d6 5. O-O Bg4 6. h3 h5 7. hxg4 hxg4
459;C37;King's Gambit Accepted: Muzio Gambit Accepted, From's Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qe7
460;C37;King's Gambit Accepted: Muzio Gambit, Brentano Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O d5
461;C37;King's Gambit Accepted: Muzio Gambit, Holloway Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Nc6
462;C37;King's Gambit Accepted: Muzio Gambit, Kling and Horwitz Counterattack;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O Qe7
463;C37;King's Gambit Accepted: Muzio Gambit, Sarratt Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6
464;C37;King's Gambit Accepted: Muzio Gambit, Wild Muzio Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O
465;C37;King's Gambit Accepted: Quade Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Nc3
466;C37;King's Gambit Accepted: Rosentreter Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4
467;C37;King's Gambit Accepted: Rosentreter Gambit, Bird Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5 Qh4+ 6. g3
468;C37;King's Gambit Accepted: Rosentreter Gambit, Sörensen Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Nc3
469;C37;King's Gambit Accepted: Rosentreter Gambit, Testa Variation;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Bxf4
470;C37;King's Gambit Accepted: Salvio Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5
471;C37;King's Gambit Accepted: Salvio Gambit, Anderssen Counterattack;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 d6
472;C37;King's Gambit Accepted: Salvio Gambit, Cochrane Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 f3
473;C37;King's Gambit Accepted: Salvio Gambit, Santa Maria Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nf6
474;C37;King's Gambit Accepted: Salvio Gambit, Silberschmidt Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6
475;C37;King's Gambit Accepted: Salvio Gambit, Viennese Variation;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nc6
476;C37;King's Gambit Accepted: Silberschmidt Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 f3
477;C37;King's Gambit Accepted: Sörensen Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5
478;C38;King's Gambit Accepted: Greco Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6 7. Nc3 c6 8. hxg5 hxg5 9. Rxh8 Bxh8 10. Ne5
479;C38;King's Gambit Accepted: Hanstein Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. O-O
480;C38;King's Gambit Accepted: Mayet Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. d4 d6 6. c3
481;C38;King's Gambit Accepted: Philidor Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4
482;C38;King's Gambit Accepted: Philidor Gambit, Schultz Variation;1. e4 e5 2. f4 exf4 3. Nf3 h6 4. Bc4 d6 5. d4 g5 6. h4 Bg7 7. Qd3
483;C38;King's Gambit Accepted: Traditional Variation;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7
484;C39;King's Gambit Accepted: Allgaier Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5
485;C39;King's Gambit Accepted: Allgaier Gambit, Thorold Attack;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. d4
486;C39;King's Gambit Accepted: Allgaier Gambit, Urusov Attack;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Bc4+
487;C39;King's Gambit Accepted: Allgaier, Blackburne Gambit;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Nc3
